Name,Symbol,Price,45d,90d,200d,MktCap,24hVol,Circ_Supply,Total_Supply,Brand_Buzz,Social,Avg_volume,Age_mo,Winning_months
0x,ZRX,0.3399,-3.2,-55.79,-71.28,199.98,43.39,588.414,1000000000,100,88,9011342,18,18
Electroneum,ETN,0.0057,-28.5,-66.6,-51.55,54.15,1.27,9.455,9454625553,100,87,269955,15,15
Apollo Currency,APL,0.0015,89.77,11.61,11.61,22.5,1.16,14.685,21165096531,,82,911827,6,6
Zcash,ZEC,76.53,16.46,-40.57,-58.48,501,1.02,6.546,6546206,100,77,179198463,27,27
Nano,NANO,1.85,70.97,-1.62,-22.35,246.63,27.32,133.248,133248289,0,92,2506858,23,23
Dash,DASH,151.59,65.44,-10.75,-40.02,1.34,579.09,8.81,8810252,75,79,151097305,60,60
PIVX,PIVX,0.6688,-6.32,-50.03,-64.79,37.98,2.88,56.781,56781166,,75,619410,36,36
Qtum,QTUM,3.16,17.1,-21.32,-59.25,302.86,389.89,95.725,101474528,75,76,171498103,20,20
Augur,REP,23.51,163.42,60.75,-21.49,258.63,17.09,11,11000000,50,88,10520821,39,39
Bancor,BNT,0.7635,19.4,-44.4,-66.11,46.53,4.75,60.948,71673161,75,86,1449247,20,20
IOTA,MIOTA,0.4195,13.56,-15.07,-57.26,1.17,55.74,2.78,2779530283,100,77,8583398,20,20
QuarkChain,QKC,0.0234,-47.2,-51.95,-68.49,26.62,16.75,1.136,10000000000,100,84,16995214,8,8
Golem,GNT,0.0957,30.4,-43.82,-68.83,92.22,12.41,963.622,1000000000,25,88,1123670,27,27
NEM,XEM,0.0967,29.91,2.83,-42.67,869.87,107.25,9,8999999999,75,77,13781315,46,46
Lisk,LSK,2.21,44.49,-22.56,-56.09,258.94,10.42,116.973,132088171,,73,2931173,34,34
Monero,XMR,88.06,62.32,-20.15,-33.14,1.5,79.86,16.985,16984575,,77,29651141,57,57
Aion,AION,0.225,32.56,-45,-74.79,69.65,6.59,309.582,309581662,50,86,2041962,16,16
Skycoin,SKY,1.83,62.01,-40.43,-70.56,27.41,23.89,15,25000000,75,82,514114,22,22
Polymath,POLY,0.0973,-36.07,-63.07,-72.75,41.15,14.65,422.858,1000000000,50,86,2058745,12,12
GoChain,GO,0.0221,-20.68,-66.71,-68.18,15.83,2.83,715.046,1044228156,75,88,920964,8,8
Burst,BURST,0.0032,-42.76,-59.35,-75.86,6.56,336.42,2.04,2040319166,,80,61183,53,53
BitShares,BTS,0.0718,63.67,-26.12,-26.12,195.16,25.8,2.718,2717910000,,63,3545431,55,55
Steem Dollars,SBD,1.02,43.28,3.93,-16.87,9.06,1.07,8.908,8908102,,63,115704,31,31
IoTeX,IOTX,0.0104,18.46,-43.1,-55.68,36.5,2.8,3.5,10000000000,75,82,918887,8,8
Zilliqa,ZIL,0.0187,-6.76,-46.27,-74.36,162.16,38.54,8.687,12533042435,100,73,14882924,12,12
Komodo,KMD,1.19,66.42,-1.61,-18.77,135.52,3.96,113.52,113519636,0,75,388208,24,24
Nexo,NEXO,0.0714,-13.05,-55.71,-9.57,40,11.35,560,1000000000,100,89,4068257,9,9
ZCoin,XZC,7.93,44.92,-23.75,-52.36,59.49,2,7.501,21400000,25,71,512116,28,28
Basic Attention Token,BAT,0.3794,150.43,4.94,16.65,478.81,62.56,1.262,1500000000,75,89,7668697,20,20
ost,OST,0.0228,-19.78,-54.24,-64.85,14.22,1.94,623.857,800000000,100,83,640697,14,14
Verge,XVG,0.0108,25.08,-19.47,-53.36,173.65,23.55,16.017,16017168369,0,77,2428588,51,51
SingularityNET,AGI,0.0464,-4.79,-29.36,-48.73,25.02,3.62,539.673,1000000000,75,82,451047,13,13
OmiseGo,OMG,2.17,33.14,-36.5,-69.02,304.69,143.59,140.245,140245398,50,89,30795990,19,19
Enigma,ENG,0.4764,73.6,-25.51,-63.48,35.65,3.89,74.836,150000000,75,82,505971,16,16
Po.et,POE,0.0058,3.96,-51.88,-67.72,18.2,2.99,3.142,3141592653,50,82,1060129,17,17
Aeternity,AE,0.557,21.45,-52.59,-69.58,147.4,23.73,264.637,310457706,100,73,39242360,20,20
aelf,ELF,0.217,63.94,-31.41,-67.31,77.13,19.2,355.4,880000000,50,84,3120054,14,14
Metaverse ETP,ETP,0.7609,18.67,-76.04,-63.88,54.26,43.78,71.318,75592069,0,88,5217034,20,20
Stellar,XLM,0.1383,10.87,-45.23,-52.05,2.65,887.14,19.185,1.05E+11,100,83,115857156,54,54
DeviantCoin,DEV,0.0473,-50.9,-82.93,-94.84,731.06,2.36,15.449,17263266,,67,2883,10,10
Civic,CVC,0.0813,36.19,-41.14,-58.16,27.85,5.97,342.7,1000000000,50,83,428939,19,19
Status,SNT,0.0279,41.29,-25.36,-60.75,96.99,20.43,3.47,6804870174,50,88,16562690,19,19
NAV Coin,NAV,0.2347,25.02,-33.61,-48.95,15.28,2.18,65.1,65100454,,61,271786,56,56
Cortex,CTXC,0.1866,47.73,-38.12,-66.36,27.95,8.85,149.792,299792458,75,85,2276784,10,10
Swarm,SWM,0.087,-55.73,-61.46,-65.44,7,174.41,80.444,100000000,100,79,49350,12,12
Gas,GAS,2.86,31.18,-44.41,-74.21,28.98,3.22,10.128,17190378,0,73,912101,19,19
DigiByte,DGB,0.0131,14.48,-37.09,-37.09,154.75,7.44,11.799,11798893211,0,75,960758,60,60
Universa,UTNP,0.0033,-20.83,-29.32,-69.79,6.16,59.22,1.849,4997891952,0,72,1352,12,12
Tokenpay,TPAY,1.47,70.28,-16.97,-60.56,23.52,1.27,16.024,20120370,50,78,216821,10,10
Wanchain,WAN,0.4153,0.17,-58.96,-80.45,44.09,2.81,106.152,210000000,0,85,2358222,10,10
Groestlcoin,GRS,0.4376,60.4,-14.42,-30.05,31.75,10.76,72.553,72552649,0,69,645707,58,58
ODEM,ODE,0.1626,-42.44,-17.83,-59.31,37.45,5.23,230.296,268946131,100,87,987342,10,10
LAToken,LA,0.1518,137.98,102.96,25.44,57.02,8.01,375.604,400000000,50,84,3487032,15,15
SysCoin,SYS,0.0594,25.88,-34.45,-60.83,32.86,980.51,553.131,553130522,0,71,297646,54,54
Revain,R,0.1105,-42.79,-44.28,-59.36,53.52,2.12,484.45,484450000,75,89,2687040,15,15
Siacoin,SC,0.0036,21.52,-42.78,-67.09,147.14,8.06,40.713,40712908899,0,87,1158878,41,41
ChainLink,LINK,0.8236,159.22,67.39,269.78,288.27,25.59,350,1000000000,75,88,10131103,17,17
iExec RLC,RLC,0.6746,236.54,53.02,-5.7,54.02,5.24,80.071,86999785,0,82,592740,22,22
AppCoins,APPC,0.0757,57.42,-27.88,-59.99,7.57,1.01,100.054,246203093,50,66,435050,13,13
Bluzelle,BLZ,0.0612,24.71,-55.1,-80.18,12.64,3.95,206.324,500000000,75,82,503033,12,12
C20,C20,0.6947,73.34,4.89,-31.12,28.08,27.04,40.419,40656082,100,79,58893,12,12
Kyber Network,KNC,0.2562,52.78,-36.43,-72.68,42.7,10.78,166.668,214762512,75,75,2077008,16,16
Footballcoin,XFC,0.008,49.96,,,2.99,5.46,374.661,1000000000,,64,6347,1,1
Dragonchain,DRGN,0.097,-0.56,-58.55,-69.06,23.13,1.12,238.422,433494437,100,83,487280,14,14
Cindicator,CND,0.0173,47.36,-26.9,-46.96,25.05,970.55,1.446,2000000005,100,79,429451,16,16
Scorum Coins,SCR,0.0209,-83.22,-75.93,-75.93,610.29,26.76,29.265,29265075,100,48,15763,6,6
TenX,PAY,0.2682,-40.93,-52.75,-72.91,30.67,2.19,114.348,205218256,0,83,1695700,19,19
Decentraland,MANA,0.0563,-4.06,-32.3,-55.96,59.13,18.01,1.05,2644403343,75,88,2120757,17,17
Waves Community Token,WCT,0.7246,17.21,170.36,57.88,7.22,35.39,9.965,9999990,0,55,45725,24,24
Selfkey,KEY,0.0039,27.82,-47.22,-66.11,11.33,3.03,2.868,5999999954,75,79,548306,13,13
Nucleus Vision,NCASH,0.0022,2.14,-56.2,-82.84,12.76,1.08,5.783,10000000000,100,83,476601,11,11
Decred,DCR,32.17,68.66,-19.99,-55.87,314.82,3.34,9.787,9787455,0,71,1233758,36,36
Santiment Network Token,SAN,1.12,213.49,134.01,9.04,70.39,561.15,62.66,83337000,25,79,57490,19,19
Turtlecoin,TRTL,0.0001,116.67,51.21,51.21,6.1,283.4,43.656,43656097100,,66,194307,6,6
Dock,DOCK,0.0131,30.87,-50.78,-73.21,5.86,953.96,446.946,1000000000,100,70,1200965,9,9
HOQU,HQX,0.0101,88.56,15.72,-37.89,1.7,123.9,169.144,275854380,100,70,1091361,11,11
Stakenet,XSN,0.137,9.54,-26.85,-57.1,11.5,71.76,83.904,89197832,0,68,86381,10,10
Stratis,STRAT,0.9149,-33.89,-41.54,-66.88,90.87,4.64,99.33,99329803,100,74,2561102,30,30
Elastos,ELA,3.69,24.54,-46.3,-78.1,56.6,7.17,15.335,34453824,25,84,1690859,12,12
Eristica,ERT,0.0032,-6.4,-45.58,-45.58,547.37,0,172.468,230502120,100,62,397,4,4
Quantum Resistant Ledger,QRL,0.3678,95.79,-0.15,-28.04,25.02,137.49,68.011,68011024,0,63,54994,20,20
Cappasity,CAPP,0.0033,-8.18,-51.46,-73.94,1.75,49.2,531.039,663271025,100,70,88354,14,14
WePower,WPR,0.0113,-24.44,-67.07,-73.04,6.79,681.08,600.745,745248183,100,60,408800,12,12
Open Platform,OPEN,0.0027,0.87,-75.79,-95.9,1.95,220.13,718.951,1745447045,50,66,0,9,9
Insolar,INS,0.3181,7.44,-43.5,-47.47,10.34,1.19,32.5,50000000,0,85,795331,13,13
BitDegree,BDG,0.0031,13.45,-58.14,-83.46,1.14,1.71,364.571,514800000,100,64,560,13,13
Particl,PART,5.29,122.63,134,-2.33,42.67,695.06,8.069,9065480,75,71,133353,19,19
Request Network,REQ,0.0196,-28.63,-61.6,-71.63,14.32,103.44,729.658,999987398,50,83,312895,16,16
DADI,DADI,0.0516,11.56,-41.48,-48.93,3.88,249.34,75.215,100000000,100,66,152366,12,12
Loopring [NEO],LRN,0.0614,-22.6,-52.63,-74.92,6.97,104.39,113.603,113602931,75,75,153599,9,9
Peercoin,PPC,0.4105,-27.7,-64.78,-72.04,10.41,193.9,25.358,25357704,,47,198685,69,69
Vertcoin,VTC,0.4605,54.83,-30.11,-55.21,22.79,1.15,49.495,49495397,0,63,217911,61,61
Melon,MLN,8.27,14.78,-39.84,-62.77,9.81,97.08,1.187,1250000,75,74,20903,23,23
Everex,EVX,0.7179,180.45,38.17,4.88,16.22,3.4,22.6,25000000,75,69,1349456,16,16
CyberMiles,CMT,0.0389,34.9,-56.68,-74.02,31.1,10.99,800,1000000000,75,53,2636590,14,14
Linkey,LKY,0.5975,-28.06,9,9,29.87,543.21,50,195000000,,80,626735,6,6
DAV Coin,DAV,0.0014,-61.09,-79.61,-79.61,780.56,53.65,542.945,1380276938,100,70,45206,5,5
Distributed Credit Chain,DCC,0.0008,-53.11,-82.67,-96.85,2.26,4.75,3.017,3423933690,100,70,98280,7,7
DomRaider,DRT,0.007,262.62,26.99,-20.21,4.12,1.35,591.5,1300000000,75,70,38555,16,16
SIRIN LABS Token,SRN,0.0253,-41.14,-83.44,-84.8,12.42,1.57,491.821,572166104,75,84,903692,13,13
SpankChain,SPANK,0.0136,-11.07,-72.9,-80.65,4.08,46.84,300.043,1000000000,100,70,28230,14,14
Pirl,PIRL,0.0297,-14.26,-60.95,-85.37,1.32,6.72,44.369,44369080,,66,41772,15,15
Bitcoin Gold,BTG,23.18,49.14,-23.89,-19.89,405.96,29.74,17.514,17513924,25,73,5210282,15,15
Odyssey,OCN,0.0027,-16.48,-67.28,-61.71,19.54,12.37,7.296,10000000000,75,84,2415902,12,12
Bottos,BTO,0.0105,3.53,-66.05,-87.75,5.72,507.47,545.99,1000000000,100,70,304974,13,13
Neblio,NEBL,1.36,-8.57,-44.35,-64.27,19.63,807.47,14.42,15142560,0,63,145420,17,17
Airswap,AST,0.0349,10.55,-64.97,-76.43,5.23,1.58,150,500000000,100,74,497333,16,16
ICON,ICX,0.3897,50.71,-36.63,-71.43,184.47,21.57,473.407,800460000,75,74,5732564,15,15
Emercoin,EMC,0.2446,-41.98,-75,-91.65,10.73,143.28,43.865,43864507,100,63,85654,53,53
Horizen,ZEN,12.22,121.25,-17.2,-56.05,78.94,3.18,6.461,6461425,100,68,428323,20,20
Enjin Coin,ENJ,0.1504,233.26,204.58,150.61,115.42,18.89,767.433,1000000000,100,83,891189,15,15
Tezos,XTZ,1.7,231.45,28.33,-17.96,1.12,10.84,661.274,794322194,75,72,1872600,16,16
Loopring,LRC,0.0656,42.07,-41,-75.95,58.76,12.24,895.324,1375076043,50,87,3812404,17,17
Storm,STORM,0.0032,-8.94,-64.69,-81.81,18.25,4.63,5.755,10000000000,75,83,1241331,14,14
Substratum,SUB,0.0252,-52.59,-77.66,-89.64,9.66,44.57,383.021,472000000,50,79,250006,16,16
Dether,DTH,0.0107,0.9,-28.58,-71.99,911.71,2.87,85,100000000,75,64,835,12,12
THETA,THETA,0.113,98.29,24.13,-13.06,98.41,11.92,870.503,1000000000,25,85,2433367,13,13
Eidoo,EDO,0.6164,-30.49,-54.02,-33.56,18.04,7.52,29.261,90208328,0,74,465902,16,16
TrueChain,TRUE,0.9255,238.18,129.22,4.8,73.65,75.18,79.576,100000000,,84,12536574,12,12
NIX,NIX,0.2219,33.53,-56.18,-56.18,9.6,93.29,43.245,43245163,,66,22987,6,6
CEEK VR,CEEK,0.004,-3.37,-63.52,-87.72,1.96,23.39,491.952,1000000000,100,70,34446,8,8
DeepOnion,ONION,0.3757,107.04,19.33,-52.34,6.06,19.97,16.117,21108978,0,50,6694,18,18
FintruX Network,FTX,0.0369,297.07,74.94,7.78,3.51,16.6,95,100000000,100,64,2409,9,9
Blockport,BPT,0.0127,-73.87,-87.19,-90.29,679.26,349.23,53.403,69434800,75,70,190412,12,12
Dai,DAI,1.01,-0.36,0.87,0.51,81.29,74.42,80.549,80549101,0,73,7392193,13,13
Ardor,ARDR,0.0841,49.87,-19.94,-55.95,83.99,2.07,998.999,998999495,50,90,566415,30,30
BLOCKv,VEE,0.0053,34.77,-42.6,-71.66,12.4,35.38,2.334,3646271241,75,79,43048,14,14
Divi,DIVI,0.0045,30.74,-55.98,-99.57,4.59,61.28,1.027,1026866640,100,51,8869,14,14
VeriME,VME,0.0016,-64.13,-52.94,-93.49,286.93,41.73,176.747,400000000,100,65,29770,9,9
Edgeless,EDG,0.0872,-35.62,-36.18,-73.99,10.21,230.13,117.047,132046997,100,79,182674,22,22
Social Send,SEND,0.0147,-31.78,-61.99,-78.31,568.99,351.14,38.678,38677760,,54,4639,14,14
KickCoin,KICK,0.0033,-45.06,-80.81,-96.84,3.64,512.6,1.097,1143507262,100,70,157595,16,16
SureRemit,RMT,0.0034,-23.28,-74.6,-87.14,1.7,14.02,500,1000000000,100,76,4765,12,12
Rentberry,BERRY,0.0017,-40.11,-78.04,-90.82,504.56,3.71,301.431,301473028,0,64,1811,10,10
DMarket,DMT,0.2066,-22.36,-46.78,19.08,10.38,1.91,50.216,56921773,100,83,403883,12,12
CyberVein,CVT,0.0136,92.78,-23.68,-78.82,14.37,244.57,1.06,2147483648,,66,66015,10,10
Nebulas Token,NAS,1.22,79.86,-14.5,-65.25,55.55,8.91,45.5,100000000,50,75,2192602,17,17
Endor Protocol,EDR,0.0187,-59.43,-72.45,-65.04,13.9,4.22,744.367,1469212017,100,83,1968607,8,8
OriginTrail,TRAC,0.035,37.67,-7.45,-62.14,10,37.81,285.429,500000000,100,66,8190,12,12
Remme,REM,0.0062,31.09,0.31,-47.43,3.83,524.25,614.315,1000000000,,66,304177,11,11
Holo,HOT,0.0014,172.17,34.11,200.99,192.06,24.29,133.215,1.78E+11,0,89,10859451,9,9
Blocknet,BLOCK,2.19,22.94,-44.76,-82.74,12.71,14.29,5.798,5798172,0,63,38523,51,51
Credits,CS,0.0711,-37.74,-60.56,-69.07,11.37,2.68,159.973,249471071,75,75,1234277,11,11
EOS,EOS,6.49,129.65,17.12,-17.33,5.92,4.05,911.873,1011872862,0,83,729732893,19,19
Cofound.it,CFI,0.016,-7.28,-41.49,-56.99,5.21,0,325,500000000,100,64,207,20,20
Loki,LOKI,0.2049,-9.8,-61.45,-15.68,7.44,37.3,36.31,37920878,100,51,7324,9,9
Aragon,ANT,0.8368,74.87,9.49,-48.66,25.66,57.23,30.662,39609524,75,48,97287,21,21
Bankex,BKX,0.0205,-25.84,-77.93,-89.87,1.94,232.29,94.939,400000000,50,74,322772,13,13
GXChain,GXC,1.18,100.05,-14.07,-62.02,70.55,29.09,60,99700384,25,87,1663896,19,19
BnkToTheFuture,BFT,0.0306,35.92,-30.8,-55.96,22.31,835.21,729.99,1000000000,100,79,94221,11,11
XYO,XYO,0.0019,-57.17,-29.58,-28.44,16.14,76.03,8.295,14198847000,0,79,30895,9,9
Rivetz,RVT,0.0493,0.64,-53.45,-78.72,1.3,14.7,26.244,200000000,100,67,1592,16,16
TomoChain,TOMO,0.612,112.46,49.78,68.83,36.62,423.53,59.846,100000000,100,74,693670,11,11
Stox,STX,0.0267,74.35,-36.05,-91.24,1.39,65.42,52.095,56520289,100,70,104826,18,18
SmartMesh,SMT,0.0118,45.33,-28.55,-65.87,16.72,1.02,1.414,3141592653,75,80,184681,14,14
Suncontract,SNC,0.0418,171.53,31.46,-53.95,5.12,770.8,122.708,122707503,75,70,216276,19,19
Steem,STEEM,0.3835,21.82,-51.29,-51.29,122.11,4.61,318.372,335345828,0,73,3993858,34,34
Linda,LINDA,0.0007,20.93,-39.15,-56.71,9.1,156.6,12.799,12984515352,50,66,9028,19,19
SyncFab,MFG,0.0021,33.24,-36.18,-78.68,379.53,584.68,181.518,868459136,100,65,75911,10,10
AdEx,ADX,0.1405,26.41,-35.9,-62.89,10.32,1.34,73.431,100000000,100,79,723302,19,19
DECENT,DCT,0.1084,1.93,-47.44,-66.23,5.56,715.27,51.306,73197775,50,51,227578,26,26
Ubex,UBEX,0.0005,-41.34,-64.2,-64.2,1.48,464.48,3.093,4000000000,100,74,588656,6,6
Refereum,RFR,0.0022,-6.76,-58.47,-40.09,8.15,3.27,3.747,5000000000,100,74,830028,11,11
Storiqa,STQ,0.0001,-68.3,-93.27,-96.6,1.55,155.82,10.921,11287544272,100,74,236380,11,11
Ark,ARK,0.611,45.32,-18.98,-54.59,68.58,2.47,112.246,141560406,25,72,317264,23,23
DAPS Token,DAPS,0.0003,281.4,35.74,35.74,17.26,250.56,52.587,60000000000,,66,11849,4,4
Switcheo,SWTH,0.0045,-11.59,-50.78,-71.88,2.34,41.16,522.695,1000000000,,66,11030,10,10
Maker,MKR,670.21,53.02,0.24,8.43,670.21,6.36,1,1000000,0,90,4794887,24,24
SUQA,SUQA,0.0034,7.11,-57.24,-57.24,2.15,8.54,623.719,627426907,75,59,12890,3,3
RChain,RHOC,0.0255,-26,-76.34,-96.45,9.53,259.86,373.79,870663574,25,79,168160,16,16
BitMart Token,BMX,0.0261,80.4,-7.85,-41.98,3.49,311.77,133.346,706661556,100,74,357507,7,7
MyWish,WISH,0.0464,48.28,0.44,-48.44,914.84,45.64,19.704,19803893,100,65,26325,14,14
DATA,DTA,0.0013,24.61,-48.28,-75.16,11.55,2.19,8.625,11500000000,100,74,253289,12,12
Aeron,ARN,0.4109,33.98,-41.81,-35.53,8.01,2.85,19.5,20000000,100,74,2095290,15,15
Genaro Network,GNX,0.0253,37.76,-40.16,-80.9,6.14,350.28,242.756,650000000,75,72,8146816,14,14
Phore,PHR,0.2384,12.74,-48.19,-80.53,4.14,1.5,17.389,17388788,50,51,203185,15,15
Zap,ZAP,0.0135,46.91,-39.81,-72.84,1.78,17.71,131.534,520000000,0,63,7357,13,13
LockTrip,LOC,0.6518,-30.64,-66.79,-26.95,9.75,96.32,14.952,18585933,100,64,130322,14,14
TrustNote,TTT,0.0037,12.16,-65.29,-92.24,1.14,90.91,310,500000000,75,59,644512,9,9
ONG,ONG,0.2678,-0.67,-67.15,-67.15,0,871.16,0,1000000000,0,39,1229724,5,5
KuCoin Shares,KCS,1.03,54.56,-6.54,-64.29,92.03,9.87,89.659,179659415,0,83,77230,15,15
Skrumble Network,SKM,0.0028,4.4,-48.92,-84.28,2.77,1.79,1.005,1500000000,100,74,1135557,9,9
Energi,NRG,2.41,80.11,87.75,87.75,38.95,268.34,16.155,16155434,50,64,180486,5,5
Dent,DENT,0.0012,5.29,-53.6,-65.16,81.86,12.63,69.213,1.00E+11,25,85,1124479,18,18
Nuls,NULS,0.7433,56.85,-32.06,-68.69,53.17,13.04,71.529,104229682,0,85,16005363,15,15
WAX,WAX,0.0735,77.58,-27.6,-44.61,69.31,2.18,942.732,1850000000,75,86,529755,14,14
Achain,ACT,0.0181,117.55,-28.73,-77.26,16.09,3.5,889.639,1000000000,25,76,231541,17,17
ColossusCoinXT,COLX,0.0003,11.35,-30.46,-69.13,3.56,7.12,11.219,11259780466,,48,4485,16,16
Internet Node Token,INT,0.0258,24.71,-18.01,-67.81,7.3,1.77,282.99,654161443,75,70,541570,13,13
Populous,PPT,1.05,-33.06,-69.3,-84.4,55.72,4.42,53.252,53252246,0,87,1611838,19,19
COSS,COSS,0.0404,-47.25,-63.67,-50.71,4.83,107.37,119.373,200000000,75,70,64045,16,16
Global Social Chain,GSC,0.0082,33.56,-20.42,-78.29,4.43,572.67,538.104,1000000000,50,66,114231,9,9
Ambrosus,AMB,0.0423,-43.06,-77.6,-85.25,6.11,2.27,144.591,361477438,100,53,503757,15,15
THEKEY,TKY,0.0022,-41.18,-65.81,-77.69,11.28,282.51,5.06,9795844687,25,79,156671,12,12
IOStoken,IOST,0.0135,142.34,11.88,-40.4,161.89,58.39,12.014,21000000000,,88,5084048,13,13
Factom,FCT,9.09,-14.29,100.45,-9.43,86.01,661.69,9.466,9466474,75,71,309533,40,40
Pillar,PLR,0.0371,-42.91,-64.72,-76.58,9.63,32.67,259.348,800000000,0,79,17228,18,18
Bethereum,BETHER,0.0011,-47.87,-69.29,-69.29,413.06,94.82,359.313,1000000000,50,62,23949,4,4
Flash,FLASH,0.0027,-40.17,-52.07,-64.85,2.42,1.12,900,900000000,,69,3015,19,19
Semux,SEM,0.2682,3.41,-65.71,-65.71,2.85,88.96,10.615,10615182,,63,34403,6,6
Bloom,BLT,0.0654,67.18,-61.83,-72.6,3.18,49.9,48.612,150000000,75,66,46582,13,13
Graft,GRFT,0.0066,-18.28,-64.82,-55.22,3.56,21.98,537.961,1230064113,25,66,11438,11,11
Raiden Network Token,RDN,0.3166,4.85,-37.83,-65.45,16.02,1.08,50.594,100000000,0,82,806399,15,15
Arcblock,ABT,0.4867,469.44,177.04,9.23,47.97,14.41,98.554,186000000,75,57,5319025,11,11
Cryptopay,CPAY,0.0287,28.69,-11.09,-11.21,1.96,1.97,68.345,90414745,50,64,375,13,13
Zero,ZER,0.0759,-50.97,-73.86,-68.55,452.14,1.81,5.954,6010234,,52,783,23,23
Genesis Vision,GVT,3.22,-21.02,-70.45,-64.24,14.24,2.87,4.427,4436644,100,83,1769651,15,15
Kambria,KAT,0.0022,-91.66,-91.66,,2.75,186.97,1.231,3800000000,75,74,194559,2,2
Crown,CRW,0.1457,-5.38,-62.56,-69.7,3.23,17.52,22.185,22184549,50,51,16323,51,51
Dentacoin,DCN,5.58E-05,-58.75,-73.89,-84.82,18.16,146.7,325.188,8.00E+12,25,66,114669,18,18
SophiaTX,SPHTX,0.0077,-65.29,-87.51,-95.76,2.52,46.89,328.917,354328759,75,60,93733,13,13
LoyalCoin,LYL,0.0009,-40.85,-62.66,-79.3,4.61,548.62,5.354,9000000000,75,74,227639,8,8
Lampix,PIX,0.0046,-28.13,-52.97,-65.67,627.73,600.14,135.322,327154880,100,61,191,16,16
VeChain,VET,0.0078,61.1,-26.26,-26.26,435.06,37.85,55.455,86712634466,100,77,6332510,6,6
Crypterium,CRPT,0.143,37.51,-47.58,-61.08,12.01,141.83,83.971,99968577,100,83,223929,12,12
Change,CAG,0.0914,-14.92,-8.71,-34,2.9,14.51,31.674,79184116,75,70,16552,16,16
ReddCoin,RDD,0.0021,50.62,-21.5,-53.6,61.43,1.42,28.809,28808713174,0,67,411848,60,60
Litecoin Cash,LCC,0.0094,-23.11,-43.79,-71.99,5.86,96.07,626.469,626469457,,59,44061,11,11
Ecoreal Estate,ECOREAL,0.1511,195.62,72.03,72.03,31.62,31.72,209.252,1000000000,,71,1436,4,4
POA Network,POA,0.0307,-5.1,-66.36,-81.43,7.43,900.41,242.024,260958485,100,51,467294,11,11
Haven Protocol,XHV,0.4195,-42.74,-82.08,-43.52,3.29,524.86,7.849,7849101,,66,335192,9,9
Arionum,ARO,0.004,-76.33,-87.3,-87.3,629.86,209.26,159.429,545399000,,64,85187,6,6
Presearch,PRE,0.0564,72.48,-2.22,-53.91,8.74,120.68,155,170000000,100,70,22603,14,14
ShipChain,SHIP,0.0101,35.14,-18.56,-68.59,2.39,1.21,235.854,500000000,75,67,756,11,11
Online,OIO,0.0047,43.05,43.05,,4.1,606.56,877.661,2500000000,100,67,399,2,2
BaaSid,BAAS,0.001,-17.56,-51.63,-51.63,3.68,942.28,3.579,10000000000,75,70,64398,6,6
Gulden,NLG,0.023,-10.34,-14.94,-60.79,9.81,35.64,427.555,489554617,0,56,28612,58,58
MicroMoney,AMM,0.011,-18.76,-57.76,-88.32,173.28,16.61,15.777,17532943,50,59,10491,14,14
CryCash,CRC,0.0353,34.83,-59.6,-81.08,162.96,272.52,4.618,7057137,75,62,4701,9,9
district0x,DNT,0.0164,26.07,-41.14,-55.79,9.82,2.05,600,1000000000,75,70,520643,18,18
Aventus,AVT,0.1915,-7.28,-47.23,-77.89,1.15,20.95,6,10000000,50,67,12699,17,17
Trinity Network Credit,TNC,0.0058,45.36,-31.18,-77.21,1.94,110.43,333.333,1000000000,50,63,7805,12,12
HEROcoin,PLAY,0.0024,-62.95,-85.68,-84.85,355.33,7.36,147.142,252165029,100,67,35837,13,13
Bytecoin,BCN,0.0011,45.04,-16.03,-65.1,207.16,478.23,184.067,1.84E+11,0,51,120332,56,56
MobileGo,MGO,0.0478,-88.77,-90.1,-77.89,4.78,90.65,99.997,99996877,0,85,10677261,20,20
UTRUST,UTK,0.0658,148.59,67.72,-7.69,29.61,809.38,450,500000000,100,69,280537,13,13
Litecoin,LTC,95.49,188.89,79.15,79.15,5.9,6.46,61.802,61801611,0,58,639994293,69,69
Apex,CPX,0.0089,-16.96,-75.61,-83.97,4.13,106.01,464.082,676989090,50,70,532716,10,10
Chronobank,TIME,3.25,39.5,-18.79,-18.79,2.31,157.34,710.113,710113,25,70,79801,23,23
ZClassic,ZCL,1.94,49.07,-32.49,-77.91,12.77,238.11,6.598,6597950,,51,33018,27,27
Friendz,FDZ,0.0039,55.36,18.52,-66.09,1.9,107.27,485.681,1137860972,75,70,16054,10,10
Aergo,AERGO,0.1666,47.33,47.33,,17.32,3.4,103.935,500000000,50,71,464358,2,2
Zilla,ZLA,0.0183,12.43,-48.03,-80.25,1.1,230.59,60,60000000,75,65,15103,12,12
Digital Insurance Token,DIT,0.002,254.81,-0.29,-0.29,443.2,1.15,218.43,1000000000,100,56,546,5,5
CloakCoin,CLOAK,0.7269,-49.23,-74.66,-74.66,3.85,99.25,5.291,5291260,0,70,302353,56,56
Covesting,COV,0.2051,-51.72,-74.5,-82.23,3.69,19.79,18,20000000,50,70,14213,12,12
BitTube,TUBE,0.0556,53.26,-25.23,-29.44,8.13,145.23,146.397,148177181,100,51,25693,11,11
Gemini Dollar,GUSD,0.9993,-1.68,-0.45,-0.45,27.03,34.69,27.053,27052740,,89,94637470,4,4
Peerplays,PPY,0.6583,-30.97,-61.9,-79.85,2.96,247.96,4.502,5589336,75,51,146906,20,20
